Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,9.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,10.5,New Jersey
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,9.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$271,$220,6/30/18,5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$420,$220,6/30/18,14.5,Maine
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,8,Delaware
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10.5,New York
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$300,$220,6/30/18,5.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,13,New Jersey
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,9.5,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,8,New York
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$295,$220,6/30/18,5.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,10.5,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$289,$220,6/30/18,6.5,Texas
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$300,$220,6/30/18,5.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,10.5,Massachusetts
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$295,$220,6/30/18,5.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,11.5,Connecticut
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10.5,Washington
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10,Rhode Island
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,10.5,Indiana
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,11.5,Florida
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$300,$220,6/30/18,5.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,8.5,Virginia
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,11,New York
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,9,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,11.5,Massachusetts
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,9.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$300,$220,6/30/18,5.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$259,$220,6/30/18,4,Washington
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,6,New Jersey
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,8,Texas
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,9,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$250,$220,6/30/18,7.5,New York
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,12,New York
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$261,$220,6/30/18,6,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,6,Arizona
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,9.5,North Carolina
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,8,New York
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$273,$220,6/30/18,5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$290,$220,6/30/18,14,New York
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$257,$220,6/30/18,4,Delaware
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$268,$220,6/30/18,11,District of Columbia
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,9.5,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$262,$220,6/30/18,9,Delaware
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$270,$220,6/30/18,12,Texas
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$264,$220,6/30/18,11,Texas
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$258,$220,6/30/18,9,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$267,$220,6/30/18,11,Louisiana
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$262,$220,6/30/18,7,New York
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,8,Virginia
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$261,$220,6/30/18,6,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$264,$220,6/30/18,8,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,11,Alabama
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$262,$220,6/30/18,11,West Virginia
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$259,$220,6/30/18,10.5,Arizona
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10.5,North Carolina
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$290,$220,6/30/18,14,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,9,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$300,$220,6/30/18,5.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$261,$220,6/30/18,12,Washington
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,10.5,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$266,$220,6/30/18,7.5,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,9,Texas
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$261,$220,6/30/18,11,New York
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$253,$220,6/30/18,8,Florida
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,5,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,7,Georgia
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$257,$220,6/30/18,9,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,9.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,12,Pennsylvania
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$291,$220,6/30/18,4.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$261,$220,6/30/18,10.5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,7,Minnesota
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$264,$220,6/30/18,10.5,Washington
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$253,$220,6/30/18,8,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$271,$220,6/30/18,5,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$295,$220,6/30/18,5.5,California
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$251,$220,6/30/18,7,Washington
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,11,South Carolina
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,10,Oregon
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,11,Iowa
7/10/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,8,Indiana
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-Low-Moonrock,$902,$200,11/14/15,10.5,New York
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$390,$220,11/25/17,9,Michigan
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$405,$220,11/25/17,9.5,California
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$405,$220,11/25/17,10.5,California
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$417,$220,11/25/17,10.5,Washington
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$455,$220,11/25/17,7,New York
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$385,$220,11/25/17,8,Tennessee
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$366,$220,11/25/17,9,California
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$370,$220,11/25/17,4,New York
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$400,$220,11/25/17,8.5,Texas
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$410,$220,11/25/17,10,Iowa
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$388,$220,11/25/17,9,Florida
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$389,$220,12/16/17,11.5,North Carolina
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$369,$220,12/16/17,11,Texas
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$405,$220,12/16/17,13,New Jersey
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$363,$220,12/16/17,10.5,Oregon
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$340,$220,12/16/17,9,Oregon
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$374,$220,12/16/17,11,Maryland
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$365,$220,12/16/17,10,Texas
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$420,$220,12/16/17,6,South Carolina
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$380,$220,12/16/17,9.5,Michigan
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$365,$220,12/16/17,10,New York
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$410,$220,12/16/17,13,Washington
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$370,$220,12/16/17,11,Illinois
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$361,$220,12/16/17,9.5,Oregon
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$380,$220,12/16/17,12,Oregon
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,$820,$220,11/23/16,5.5,California
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$770,$220,2/11/17,8,New York
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$775,$220,2/11/17,10.5,Texas
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$625,$220,12/17/16,13.5,California
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$770,$220,12/17/16,7,New York
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$372,$220,4/29/17,9,Texas
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$369,$220,4/29/17,10,New Jersey
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$380,$220,4/29/17,9,Oregon
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$389,$220,4/29/17,9.5,New York
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$450,$220,11/18/17,6,West Virginia
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$590,$220,11/18/17,12,Massachusetts
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$406,$220,11/18/17,9,California
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$460,$220,2/25/17,9.5,California
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$450,$220,2/25/17,11,Virginia
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$437,$220,2/25/17,10.5,California
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$430,$220,2/25/17,9,Illinois
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$440,$220,2/25/17,11,New York
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$455,$220,2/25/17,9.5,Oklahoma
7/11/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$455,$220,2/25/17,12,Florida
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,"$2,085",$190,9/9/17,10.5,Oregon
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$715,$190,6/23/18,10.5,California
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$900,$190,6/23/18,9,California
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$680,$190,6/23/18,4.5,Oregon
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$900,$190,6/23/18,8.5,California
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$700,$190,6/23/18,11,Connecticut
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$736,$190,6/23/18,5,Oregon
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$750,$190,6/23/18,10,Michigan
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$708,$190,6/23/18,10.5,Texas
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$839,$190,6/23/18,9.5,New York
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$750,$190,6/23/18,10,Massachusetts
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$890,$190,6/23/18,8,Wisconsin
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$680,$190,6/23/18,12,Missouri
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$680,$190,6/23/18,12,Michigan
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$925,$190,6/23/18,8.5,Colorado
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$679,$190,6/23/18,14,California
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$799,$190,6/23/18,10,New York
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$848,$190,6/23/18,9.5,Oregon
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$786,$190,6/23/18,10,Pennsylvania
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$745,$190,6/23/18,10.5,California
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$700,$190,6/23/18,11,California
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$635,$190,6/23/18,6.5,California
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$681,$190,6/23/18,4.5,Delaware
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$650,$190,6/23/18,6.5,Oregon
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$902,$190,6/23/18,8.5,California
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$619,$190,6/23/18,6.5,California
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$750,$190,6/23/18,11.5,New Jersey
7/11/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$765,$190,6/23/18,10,New Jersey
7/11/18,Off-White,Nike-Air-Force-1-Low-Off-White,$845,$170,11/1/17,13,Michigan
7/11/18,Off-White,Nike-Air-Max-97-Off-White,$800,$190,11/1/17,13,California
7/11/18,Off-White,Nike-Air-Presto-Off-White,"$1,724",$160,9/9/17,10,New York
7/11/18,Off-White,Nike-Air-Presto-Off-White,"$1,120",$160,9/9/17,12,Florida
7/11/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,$850,$160,7/27/18,10,Florida
7/11/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$975,$160,8/3/18,9,Florida
7/11/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$960,$160,8/3/18,9,Florida
7/11/18,Off-White,Nike-Air-VaporMax-Off-White,"$1,250",$250,9/9/17,13,California
7/11/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$650,$250,4/14/18,5.5,California
7/11/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$541,$250,4/14/18,11.5,California
7/11/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$557,$250,4/14/18,9.5,Massachusetts
7/11/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$501,$250,3/30/18,6.5,New York
7/11/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$625,$250,3/30/18,11,Alaska
7/11/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$349,$200,6/14/18,15,Oregon
7/11/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$335,$200,6/14/18,11,Ohio
7/11/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$226,$200,6/14/18,7,Texas
7/11/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$273,$200,6/14/18,11.5,Virginia
7/11/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$260,$200,6/14/18,10.5,Florida
7/11/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$274,$200,6/14/18,8,California
7/11/18,Off-White,Nike-Zoom-Fly-Off-White,$780,$170,11/1/17,13,Virginia
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$257,$220,6/30/18,8.5,Massachusetts
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,11.5,New Jersey
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10.5,Florida
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,10.5,New Jersey
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,10.5,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$257,$220,6/30/18,11,New Jersey
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,11.5,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$270,$220,6/30/18,10.5,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,13,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$264,$220,6/30/18,9.5,Virginia
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$261,$220,6/30/18,6,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,9,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$270,$220,6/30/18,12,Ohio
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,13,New Hampshire
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$251,$220,6/30/18,8,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,9.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$290,$220,6/30/18,4.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$268,$220,6/30/18,12,New Jersey
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$274,$220,6/30/18,5,New Jersey
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$250,$220,6/30/18,7.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,6,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$280,$220,6/30/18,14,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$270,$220,6/30/18,12,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,6,Massachusetts
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$267,$220,6/30/18,10.5,Virginia
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,11.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,10.5,Oklahoma
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,11,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$268,$220,6/30/18,6,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$266,$220,6/30/18,9.5,Missouri
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$267,$220,6/30/18,9.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10,Maine
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,8,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$305,$220,6/30/18,5.5,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$301,$220,6/30/18,5.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,10.5,Pennsylvania
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$268,$220,6/30/18,9.5,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,10.5,Michigan
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$268,$220,6/30/18,12,Maryland
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$306,$220,6/30/18,5.5,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10.5,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$268,$220,6/30/18,10.5,Virginia
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$268,$220,6/30/18,5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,9,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$305,$220,6/30/18,5.5,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,9.5,Wisconsin
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,5,Florida
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$261,$220,6/30/18,9,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$261,$220,6/30/18,9,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,11.5,Michigan
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,11.5,Michigan
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$266,$220,6/30/18,11,Missouri
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$268,$220,6/30/18,11,Arizona
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$289,$220,6/30/18,4.5,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,12,Idaho
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,9,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$296,$220,6/30/18,5.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$270,$220,6/30/18,10.5,Massachusetts
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$262,$220,6/30/18,9,Illinois
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,9,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$301,$220,6/30/18,5.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,8.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$270,$220,6/30/18,5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$259,$220,6/30/18,4,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$298,$220,6/30/18,5.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,11.5,California
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,10,New Jersey
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$298,$220,6/30/18,5.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$296,$220,6/30/18,5.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$266,$220,6/30/18,9.5,Oregon
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$290,$220,6/30/18,4.5,Nevada
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$268,$220,6/30/18,9.5,New York
7/11/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$267,$220,6/30/18,5,Michigan
